Rack #,,Bag #,30,40,N,50,60,E,Area 1,Burial Number,Cluster #,Date,Previously Sampled,Notes,Initials,,,,,,,,
5,,,,,,,,,,23.,,,,10 teeth; adult,MBB,,,,,,,,
21,,-,,,,,,,,23.,,,,Tissue or maybe seed sample,MBB,,,,,,,,
-,,?,,,,,,,,24.,,,,UNKNOWN TISSUE,CIE,,,,,,,,
16,,-,,,,,,,,25.,,,,"""Reed for c14"" - Written on tube",MBB,,,,,,,,
22,,-,,,,,,,,28.,,,,SKIN FROM FOOT,GM,,,,,,,,
20,,-,,,,,,,,"2,172.",,,,"Part of mandible, pieces of skull, scalp and hair, tibia with some tissue ",AWA,,,,,,,,
19,,-,,,,,,,,"2,172.",,,,"Fragments of skull, scalp and hair, femur, clavicle, jaw; infant",MBB,,,,,,,,
-,,1,,,,,,,,"2,249.",,,,"Mouse fur; (""North wall"") - written on bag",MBB,,,,,,,,
33,,,,,,,,,,1,9,1998,,Skin and piece of bone,AWA,,,,,,,,
21,,,,,,,,,,1027 (1),,,,Powdered tissue sample,MBB,,,,,,,,
,,7,,,,,,,,1027 (2),,1989,,TEETH- AREA 18 # I,GM,,,,,,,,
-,,5,,,,,,,,1680-1,,1993,,"6 tubes with tissue samples and bone fragments; UKN (""SOHAG"") written on bag",MBB,,,,,,,,
-,,5,,,,,,,,1680-2,,1993,,"2 rib fragments; UKN (""SOHAG"") written on bag",MBB,,,,,,,,
-,,5,,,,,,,,1680-3,,1993,Yes,2 tubes with tooth fragments; UKN,MBB,,,,,,,,
-,,5,,,,,,,,1680-4,,1993,,"Pupae cases; (""SOHAG"") written on bag",MBB,,,,,,,,
-,,5,,,,,,,,1680-5,,1993,Yes,"Tooth fragments; UKN (""SOHAG"") written on bag",MBB,,,,,,,,
,,6,,,,,,,,1777 (1),,,,"TEETH ""ARIA I""",GM,,,,,,,,
,,6,,,,,,,,1779 (2),,,,"TEETH ""ARIA I""",GM,,,,,,,,
,,6,,,,,,,,1779 (3),,,,"TEETH ""ARIA I""",GM,,,,,,,,
5,,,,,,,,,,2,,,,11 teeth; adult,MBB,,,,,,,,
8,,-,,,,,,,,20,,,Yes,~8 broken teeth and fragments: adult,MBB,,,,,,,,
5,,,,,,,,,,2172 (1),,,,10 teeth; adult,MBB,,,,,,,,
5,,,,,,,,,,22 (1),,,,Rib fragments; child,MBB,,,,,,,,
5,,,,,,,,,,22 (2),,,,Brain; UKN,MBB,,,,,,,,
5,,,,,,,,,,22 (3),,,,Radias; child,MBB,,,,,,,,
5,,,,,,,,,,25,,,,11 teeth; adult,MBB,,,,,,,,
5,,,,,,,,,,3,,,,"3 skull fragments; (""18B93"") - written on tube",MBB,,,,,,,,
-,,3,,,,,,,,5/9 A,,,,"""FOURTH ONE WITHOUT NUMBER"" and ""1989 Area 11 #9""",CIE,,,,,,,,
21,,-,,,,,,,,,,,,Empty tube with dust residue,MBB,,,,,,,,
5,,,,,,,,,,,,,,"3 rib fragments; child (""Well wrapped burial?"") - written on tube",MBB,,,,,,,,
5,,,,,,,,,,,,,,"(""Unidentified"") - written on tube",MBB,,,,,,,,
17,,-,,,,,,,,,,,,"Plant sample; (""Alexander"") -written on tube",MBB,,,,,,,,
17,,-,,,,,,,,,,,,"Empty tube with dust residue; (""ACHA2 15I92"") - written on tube",MBB,,,,,,,,
17,,-,,,,,,,,,,,,"Powdered tissue sample; (""42BO 763 FS-41"") - written on tube",MBB,,,,,,,,
17,,-,,,,,,,,,,,,"Powdered tissue sample; (""42BO 763 FS-41"") - written on tube",MBB,,,,,,,,
21,,-,,,,,,,,,,,,"Bone dust; (""M+ Carm"") -written on tube",MBB,,,,,,,,
23,,,,,,,,,,,,,,LONG BONE POWDER,GM,,,,,,,,
23,,,,,,,,,,,,,,(CANT READ)..SOMETHING GRAVE.....JAW BONE POWDER,GM,,,,,,,,
23,,,,,,,,,,,,,YES,3 TEETH (WITH FILLINGS?),GM,,,,,,,,
25,,-,,,,,,,,,,,,"""Goldfinger""",AWA,,,,,,,,
25,,-,,,,,,,,,,,,6 teeth; adult,AWA,,,,,,,,
25,,-,,,,,,,,,,,,"""No head, no tag; child; ribs""",AWA,,,,,,,,
25,,-,,,,,,,,,,,,"""Adult; No head, no tag; tissue from pelvis.""",AWA,,,,,,,,
25,,-,,,,,,,,,,,,"""Adult; No head, no tag; tissue from ankle.""",AWA,,,,,,,,
25,,-,,,,,,,,,,,,"""No head, no tag; child; skin tissue""",AWA,,,,,,,,
29,,,,,,,,,,,,,,CUT (OR CAT) #1,GM,,,,,,,,
-,,1,,,,,,,,,,,,"8 TEETH; ADULT ""BLONDIE, OUT OF AREA""",CIE,,,,,,,,
-,,1,,,,,,,,,,,,"TISSUE FROM PELVIC REGION; ADULT ""NO HEAD, NO TAG""",CIE,,,,,,,,
-,,4,,,,,,,,,,,,"THORACIC REGION MASS, UNK INDIVIDUAL ",CIE,,,,,,,,
-,,4,,,,,,,,,,,,ABDOMEN?; UNK INDIVIDUAL ,CIE,,,,,,,,
-,,5,,,,,,,,,,,,Rib fragment; UKN,MBB,,,,,,,,
LARGE ITEM,,4,,,,,,,,,,,,"""004I"" Cat skull",AWA,,,,,,,,
,,6,,,,,,,,,,,,TEETH- POSSIBLY 1998- BLANK SAMPLE,GM,,,,,,,,
,,6,,,,,,,,,,,,TEETH- POSSIBLY 1998- BLANK SAMPLE,GM,,,,,,,,
,,7,,,,,,,,,,,,TEETH- NO LABEL,GM,,,,,,,,
,,7,,,,,,,,,,,,TEETH- NO LABEL,GM,,,,,,,,
,,7,,,,,,,,,,,,TEETH- AREA I,GM,,,,,,,,
,,7,,,,,,,,,,,,"TEETH- ""A 27 ACQUOR FOUND 88""",GM,,,,,,,,
,,7,,,,,,,,,,,,"TEETH- ""18 W/ A""",GM,,,,,,,,
,,7,,,,,,,,,,,,"TEETH- ""SQ I # 3""",GM,,,,,,,,
,,8,,,,,,,,,,,,LEFT LITTLE FINGER AND NAIL; MUSCLE FROM INSIDE FOREARM,GM,,,,,,,,
,,8,,,,,,,,,,,,SKULL ?,GM,,,,,,,,
,,8,,,,,,,,,,,,SKIN ?,GM,,,,,,,,
,,,,,,,,,,,,,,"Tooth; child ""M17""",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,

